interview__key,r_invasive_spices__id,pest_severe,pest_rate,most_effective__1,most_effective__2,most_effective__3,most_effective__4,most_effective__5,most_effective__6,most_effective__7,most_effective__8,most_effective__9,most_effective__10,most_effective__11,most_effective__12,most_effective__13,most_effective__14,most_effective__15,most_effective__96,most_effective_oth,why_not_control__1,why_not_control__2,why_not_control__3,why_not_control__4,why_not_control__5,why_not_control__6,why_not_control__7,why_not_control__8,why_not_control__96,why_not_control_oth,who_control,days_control_pest,prp_problem__1,prp_problem__2,prp_problem__3,prp_problem__4,prp_problem__5,prp_problem__6,prp_problem__7,prp_problem__8,prp_problem__9,prp_problem__10,prp_problem__11,prp_problem__12,prp_problem__13,prp_problem__14,prp_problem__96,prp_problem_oth
"34-25-65-08","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No",
"86-44-30-89","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"74-03-89-65","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,0,0,0,0,0,0,0,0,1,"don't know",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No",,"No","No","No",,"Yes","No","No",
"56-65-93-48","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"66-39-11-55","Fall army worm","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No",,"No","No",
"66-39-11-55","Prosopis","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season",,"Yes","No","No","No","No","No","No","No","No","No","No",,"No","No",
"14-03-04-43","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,2,"already practicing",,"Every month of the cropping season","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"27-47-38-04","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,0,0,1,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"27-47-38-04","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No",,"No","No","No",,0,0,0,0,0,0,1,0,2,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",
"27-47-38-04","Prosopis","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season",,"No","Yes","No","No","No","No","No","No","No","No","No",,"No","No",
"43-92-12-14","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"05-86-89-30","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,0,1,0,0,0,0,0,0,0,"",,"Others, specify","No",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"84-33-11-24","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"79-96-52-99","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Others, specify","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"27-91-30-19","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"49-11-32-04","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,0,0,1,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"49-11-32-04","Prosopis","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season",,"No","Yes","No",,"No","No","No","No","No","No","No","No","No","No",
"88-01-30-83","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"88-01-30-83","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"53-42-52-41","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No",
"18-88-95-82","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"44-20-34-87","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No",
"62-58-98-18","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"10-26-36-54","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","Yes","No","No","No","No","No",,"No","No","No","No","No","No",,
"97-96-81-02","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"29-40-66-47","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"29-40-66-47","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No",,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",
"29-40-66-47","Others ➡️ Specify","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","Yes","No","No","No","No","No","No","No","No","No","No",,"No",,
"18-40-35-80","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No",
"79-71-02-69","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"79-71-02-69","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"79-71-02-69","Prosopis","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"25-22-65-60","Pathenium","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"89-59-08-73","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"91-40-38-85","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"91-40-38-85","Prosopis","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No",
"17-33-53-75","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,2,"currently not in my farm, seen it at a neighbour's maize farm",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"48-20-09-62","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify",,,"No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"29-88-28-45","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No",
"92-61-60-00","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"98-05-61-12","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"49-80-41-29","Fall army worm","Moderate infestation - moderate number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,2,0,"",,"Others, specify","Yes","No","No","No","No","No","No",,"No","No","No","No","No","No","No",
"56-67-61-31","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,0,0,0,1,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"93-39-60-64","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"75-50-72-64","Fall army worm","Severe infestation - large number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes",,"No","No","No","No","No","No","No",,"No","No","No","No","No",
"75-50-72-64","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)",,"No","No","No","No","No","No","No","Yes",,"No","No","No","No","No",
"13-68-33-58","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"13-68-33-58","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,1,2,0,3,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"67-51-21-12","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"92-63-14-10","Others ➡️ Specify","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,0,1,0,0,0,0,0,0,0,"",,"Others, specify","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",
"23-95-53-31","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"76-83-42-25","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"76-83-42-25","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",
"76-83-42-25","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season",,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No",
"34-04-41-33","Others ➡️ Specify","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Others, specify","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No",
"65-40-10-81","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"32-27-90-36","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"32-27-90-36","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","Yes","No","No","No","No","No","No",,,"No","No","No","No","No",
"34-35-99-68","Prosopis","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No","Yes",,"No","No","No","No","No","No","No","No","No",,"No","No",
"34-35-99-68","Others ➡️ Specify","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No","Yes","No","No","No","No","No","No","No","No","No","No",,"No","No",
"96-83-30-59","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,2,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No",,"No","No",
"96-83-30-59","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"Every month of the cropping season","No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No",
"08-93-39-25","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,2,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"08-93-39-25","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season",,"No","Yes","No",,"No","No","No","No","No","No","No","No","No","No",
"70-80-52-20","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,2,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"70-80-52-20","Pathenium","Moderate infestation - moderate number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No",,"No","No","No",,0,0,0,0,0,0,0,0,1,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"70-80-52-20","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No","No",,"No","No","No","No","No","No",,"No","No","Yes","No","No",
"98-33-69-97","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify",,,"No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"72-65-40-82","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Others, specify",,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"28-81-45-53","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No",,,"No","No","Yes","No","No",
"06-80-46-73","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,
"06-80-46-73","Pathenium","Moderate infestation - moderate number of pests present","Low (&lt;25% plants damaged)","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,0,0,1,0,0,0,0,0,0,"",,"Every month of the cropping season","No","Yes","No","No","No","No","No","No",,,"No","No","No","No","No",
"09-02-42-42","Fall army worm","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"16-61-64-98","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No",
"29-61-04-95","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,1,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"39-38-75-31","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No",
"39-38-75-31","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No","Yes","No","No","No","No","No","No",,"No","No","No","No","No","No",
"49-39-29-75","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,1,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"49-39-29-75","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"30-17-77-88","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify",,"Yes","No","No","No","No","No","No","No",,"No","No","No","No","No",
"29-08-77-29","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"29-08-77-29","Pathenium","Moderate infestation - moderate number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",
"29-08-77-29","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)",,"Yes","No","No",,"No","No","No","No","No","No","No","No","No","No",
"69-05-41-80","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"21-49-13-73","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify",,"Yes","No","No","No","No","No","No","No",,"No","No","No","No","No",
"75-38-27-75","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"14-85-47-22","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,2,"already practicing it",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"14-85-47-22","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,2,"already practicing",,"Every month of the cropping season","No","No","Yes","No",,"No","No","No",,"No","No","No","No","No","No",
