interview__key,r_invasive_spices__id,eco_mgmt,eco_mgmt_rank,cost_management,how_effective
"18-40-35-80",3,"Burning",1,0,"Slightly effective"
"79-71-02-69",1,"Use of Pesticides or Chemical Agents",1,1200,"Moderately effective"
"79-71-02-69",2,"Weeding",1,0,"Moderately effective"
"79-71-02-69",3,"Burning",1,0,"Moderately effective"
"25-22-65-60",2,"Sand and Ash",1,0,"Slightly effective"
"25-22-65-60",2,"Cutting the Trees",2,0,"Moderately effective"
"89-59-08-73",2,"Sand and Ash",1,0,"Moderately effective"
"89-59-08-73",2,"Cutting the Trees",2,0,"Moderately effective"
"91-40-38-85",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Moderately effective"
"91-40-38-85",3,"Sand and Ash",1,0,"Moderately effective"
"91-40-38-85",3,"Burning",2,0,"Highly effective"
"17-33-53-75",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"48-20-09-62",1,"Do Nothing",1,0,"Not at all effective"
"29-88-28-45",3,"Burning",1,0,"Slightly effective"
"92-61-60-00",2,"Sand and Ash",1,0,"Moderately effective"
"92-61-60-00",2,"Cutting the Trees",2,0,"Moderately effective"
"98-05-61-12",2,"Cutting the Trees",1,0,"Moderately effective"
"49-80-41-29",1,"Do Nothing",1,0,"Not at all effective"
"56-67-61-31",3,"Uprooting Seedlings and Trees",1,0,"Highly effective"
"93-39-60-64",1,"Use of Pesticides or Chemical Agents",1,0,"Moderately effective"
"75-50-72-64",1,"Use of Pesticides or Chemical Agents",1,2000,"Highly effective"
"75-50-72-64",2,"Sand and Ash",1,0,"Moderately effective"
"13-68-33-58",1,"Sand and Ash",1,0,"Moderately effective"
"13-68-33-58",2,"Sand and Ash",1,0,"Moderately effective"
"67-51-21-12",1,"Use of Pesticides or Chemical Agents",1,400,"Moderately effective"
"92-63-14-10",4,"Do Nothing",1,,
"23-95-53-31",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"76-83-42-25",1,"Use of Pesticides or Chemical Agents",1,2400,"Highly effective"
"76-83-42-25",2,"Sand and Ash",2,0,"Highly effective"
"76-83-42-25",2,"Burning",1,0,"Moderately effective"
"76-83-42-25",3,"Sand and Ash",1,0,"Highly effective"
"76-83-42-25",3,"Burning",2,0,"Moderately effective"
"34-04-41-33",4,"Crop Diversification",1,,
"65-40-10-81",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"32-27-90-36",1,"Use of Pesticides or Chemical Agents",1,1000,"Slightly effective"
"32-27-90-36",2,"Weeding",1,0,"Moderately effective"
"34-35-99-68",3,"Sand and Ash",1,0,"Slightly effective"
"34-35-99-68",3,"Uprooting Seedlings and Trees",2,0,"Slightly effective"
"34-35-99-68",4,"Sand and Ash",1,,
"96-83-30-59",1,"Use of Pesticides or Chemical Agents",1,700,"Slightly effective"
"96-83-30-59",3,"Burning",1,0,"Not at all effective"
"08-93-39-25",1,"Use of Pesticides or Chemical Agents",1,2500,"Highly effective"
"08-93-39-25",3,"Burning",1,0,"Highly effective"
"70-80-52-20",1,"Use of Pesticides or Chemical Agents",1,600,"Highly effective"
"70-80-52-20",2,"Weeding",1,0,"Highly effective"
"70-80-52-20",2,"Burning",2,0,"Highly effective"
"70-80-52-20",3,"Burning",1,0,"Highly effective"
"98-33-69-97",1,"Do Nothing",1,0,"Not at all effective"
"72-65-40-82",2,"Burning",1,0,"Not at all effective"
"28-81-45-53",1,"Use of Pesticides or Chemical Agents",1,700,"Moderately effective"
"06-80-46-73",1,"Use of Pesticides or Chemical Agents",1,2350,"Moderately effective"
"06-80-46-73",2,"Weeding",1,0,"Slightly effective"
"06-80-46-73",2,"Use of Pesticides or Chemical Agents",2,1500,"Moderately effective"
"09-02-42-42",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"16-61-64-98",3,"Burning",1,0,"Moderately effective"
"29-61-04-95",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"39-38-75-31",1,"Use of Pesticides or Chemical Agents",1,0,"Slightly effective"
"39-38-75-31",3,"Burning",1,0,"Slightly effective"
"49-39-29-75",1,"Use of Pesticides or Chemical Agents",1,2000,"Highly effective"
"49-39-29-75",2,"Sand and Ash",2,0,"Moderately effective"
"49-39-29-75",2,"Cutting the Trees",1,0,"Slightly effective"
"30-17-77-88",1,"Do Nothing",1,0,"Not at all effective"
"29-08-77-29",1,"Use of Pesticides or Chemical Agents",1,2000,"Moderately effective"
"29-08-77-29",1,"Handpicking and Crushing Egg Masses/ Catterpillars",2,0,"Slightly effective"
"29-08-77-29",2,"Sand and Ash",1,0,"Moderately effective"
"29-08-77-29",3,"Sand and Ash",2,0,"Moderately effective"
"29-08-77-29",3,"Burning",1,0,"Moderately effective"
"69-05-41-80",1,"Use of Natural Enemies/ Sugars and Soups that Attracts Natural Enemies",1,200,"Slightly effective"
"21-49-13-73",1,"Do Nothing",1,0,"Not at all effective"
"75-38-27-75",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"14-85-47-22",1,"Use of Pesticides or Chemical Agents",1,3000,"Highly effective"
"14-85-47-22",3,"Burning",1,0,"Highly effective"
"53-81-07-04",1,"Use of Pesticides or Chemical Agents",1,1400,"Highly effective"
"53-81-07-04",2,"Weeding",1,1200,"Highly effective"
"53-81-07-04",3,"Burning",1,0,"Slightly effective"
"65-80-02-03",2,"Sand and Ash",1,0,"Moderately effective"
"65-80-02-03",2,"Cutting the Trees",2,0,"Moderately effective"
"69-30-60-03",1,"Do Nothing",1,0,"Not at all effective"
"21-15-99-40",2,"Do Nothing",1,0,"Not at all effective"
"44-56-27-24",1,"Do Nothing",1,0,"Not at all effective"
"44-56-27-24",3,"Burning",1,0,"Slightly effective"
"75-37-22-90",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,1500,"Not at all effective"
"75-37-22-90",2,"Burning",1,1500,"Slightly effective"
"67-01-06-94",1,"Use of Pesticides or Chemical Agents",1,0,"Moderately effective"
"67-01-06-94",3,"Sand and Ash",1,0,"Moderately effective"
"67-01-06-94",3,"Burning",2,0,"Highly effective"
"04-57-01-84",1,"Do Nothing",1,0,"Slightly effective"
"53-87-70-93",2,"Cutting the Trees",1,0,"Moderately effective"
"89-42-22-50",1,"Use of Pesticides or Chemical Agents",1,700,"Moderately effective"
"89-42-22-50",3,"Sand and Ash",1,0,"Moderately effective"
"89-42-22-50",3,"Burning",2,0,"Highly effective"
"41-64-40-11",4,"Do Nothing",1,,
"89-49-22-36",1,"Use of Pesticides or Chemical Agents",1,1000,"Moderately effective"
"89-49-22-36",2,"Sand and Ash",1,0,"Moderately effective"
"89-49-22-36",2,"Burning",2,0,"Moderately effective"
"89-49-22-36",3,"Sand and Ash",1,20000,"Moderately effective"
"89-49-22-36",3,"Burning",2,0,"Moderately effective"
"20-63-38-57",1,"Do Nothing",1,0,"Not at all effective"
"84-72-64-66",3,"Burning",1,0,"Moderately effective"
"63-42-88-22",1,"Use of Pesticides or Chemical Agents",1,6000,"Moderately effective"
"22-88-22-30",3,"Burning",1,0,"Highly effective"
"27-50-41-80",2,"Sand and Ash",1,0,"Slightly effective"
"87-50-20-38",1,"Others, Specify",1,,
"78-63-95-63",1,"Do Nothing",1,0,"Not at all effective"
"21-75-94-85",3,"Burning",1,0,"Slightly effective"
"20-46-30-59",1,"Use of Pesticides or Chemical Agents",1,700,"Slightly effective"
"12-17-56-74",1,"Do Nothing",1,0,"Not at all effective"
"80-41-60-05",1,"Use of Natural Enemies/ Sugars and Soups that Attracts Natural Enemies",1,300,"Slightly effective"
"80-41-60-05",1,"Handpicking and Crushing Egg Masses/ Catterpillars",2,0,"Slightly effective"
"50-77-28-73",1,"Use of Pesticides or Chemical Agents",1,1500,"Moderately effective"
"50-77-28-73",3,"Burning",1,3000,"Slightly effective"
"42-38-30-13",1,"Use of Pesticides or Chemical Agents",1,5000,"Moderately effective"
"42-38-30-13",2,"Weeding",1,2000,"Moderately effective"
"42-38-30-13",3,"Burning",1,1500,"Moderately effective"
"05-33-62-23",1,"Do Nothing",1,0,"Not at all effective"
"17-87-80-73",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"73-58-06-14",1,"Use of Pesticides or Chemical Agents",1,2100,"Highly effective"
"22-13-82-99",2,"Cutting the Trees",1,0,"Slightly effective"
"49-72-13-69",1,"Use of Pesticides or Chemical Agents",1,8000,"Highly effective"
"49-72-13-69",3,"Burning",1,0,"Highly effective"
"72-23-50-93",3,"Burning",1,0,"Slightly effective"
"24-20-09-18",1,"Use of Pesticides or Chemical Agents",1,4000,"Highly effective"
"24-20-09-18",2,"Weeding",1,0,"Highly effective"
"24-20-09-18",2,"Burning",2,0,"Highly effective"
"02-65-40-62",1,"Do Nothing",1,0,"Not at all effective"
"65-04-66-76",1,"Use of Pesticides or Chemical Agents",1,1500,"Moderately effective"
"65-04-66-76",2,"Sand and Ash",1,0,"Moderately effective"
"65-04-66-76",3,"Sand and Ash",1,4500,"Moderately effective"
"87-33-92-13",1,"Do Nothing",1,0,"Not at all effective"
"61-75-70-64",2,"Do Nothing",1,0,"Not at all effective"
"23-31-62-51",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"95-05-18-77",1,"Do Nothing",1,0,"Not at all effective"
"95-05-18-77",2,"Weeding",1,0,"Highly effective"
"95-05-18-77",2,"Burning",2,0,"Highly effective"
"95-05-18-77",3,"Burning",1,0,"Moderately effective"
"95-05-18-77",3,"Uprooting Seedlings and Trees",2,0,"Not at all effective"
"87-43-52-74",1,"Use of Pesticides or Chemical Agents",1,700,"Slightly effective"
"61-21-03-67",1,"Use of Pesticides or Chemical Agents",1,2000,"Moderately effective"
"61-21-03-67",3,"Burning",1,6000,"Moderately effective"
"72-29-78-52",1,"Use of Pesticides or Chemical Agents",1,1000,"Moderately effective"
"72-29-78-52",2,"Weeding",1,1000,"Slightly effective"
"11-76-72-18",1,"Do Nothing",1,0,"Not at all effective"
"97-14-88-73",1,"Use of Pesticides or Chemical Agents",1,4000,"Moderately effective"
"97-14-88-73",3,"Sand and Ash",2,0,"Highly effective"
"97-14-88-73",3,"Burning",1,0,"Moderately effective"
"68-19-50-42",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"95-00-37-38",2,"Weeding",2,0,"Slightly effective"
"95-00-37-38",2,"Use of Pesticides or Chemical Agents",1,0,"Slightly effective"
"94-73-96-31",2,"Weeding",1,0,"Slightly effective"
"94-73-96-31",3,"Sand and Ash",2,0,"Slightly effective"
"94-73-96-31",3,"Burning",1,0,"Moderately effective"
"94-73-96-31",3,"Uprooting Seedlings and Trees",3,0,"Slightly effective"
"94-73-96-31",4,"Sand and Ash",1,,
"40-23-79-37",1,"Do Nothing",1,0,"Not at all effective"
"49-36-92-60",2,"Do Nothing",1,0,"Not at all effective"
"21-46-54-95",1,"Use of Pesticides or Chemical Agents",1,1200,"Moderately effective"
"21-46-54-95",2,"Burning",1,0,"Slightly effective"
"21-46-54-95",3,"Burning",1,3000,"Highly effective"
"65-71-98-91",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"58-91-32-30",2,"Do Nothing",1,0,"Not at all effective"
"18-10-16-95",1,"Use of Pesticides or Chemical Agents",1,1200,"Moderately effective"
"18-10-16-95",2,"Sand and Ash",2,0,"Moderately effective"
"18-10-16-95",2,"Burning",1,0,"Slightly effective"
"20-74-87-97",2,"Do Nothing",1,0,"Not at all effective"
"42-18-27-84",2,"Do Nothing",1,0,"Not at all effective"
"65-19-88-53",2,"Do Nothing",1,0,"Not at all effective"
"56-92-07-98",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,1000,"Not at all effective"
"56-92-07-98",2,"Burning",1,0,"Not at all effective"
"74-74-25-12",2,"Do Nothing",1,0,"Not at all effective"
"83-96-24-75",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"56-67-49-17",1,"Do Nothing",1,0,"Not at all effective"
"16-50-24-00",1,"Use of Pesticides or Chemical Agents",1,0,"Moderately effective"
"16-50-24-00",3,"Sand and Ash",2,0,"Moderately effective"
"16-50-24-00",3,"Burning",1,0,"Moderately effective"
"26-48-16-48",2,"Do Nothing",1,0,"Not at all effective"
"72-76-08-58",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Slightly effective"
"51-88-01-88",2,"Burning",1,0,"Not at all effective"
"94-25-97-12",4,"Do Nothing",1,,
"06-34-31-56",1,"Handpicking and Crushing Egg Masses/ Catterpillars",1,0,"Not at all effective"
"85-35-12-09",2,"Do Nothing",1,0,"Not at all effective"
