interview__key,r_crop__id,crop_area,cp06,crop_harvest,crop_output,crop_unit,crop_unit_1,crop_sale,crop_saleamt,crop_slunits,crop_slunits_1,crop_price,crop_buyer__1,crop_buyer__2,crop_buyer__3,crop_buyer__4,crop_buyer__5,crop_buyer__6,crop_buyer__96,crop_buyer_oth,crop_buyer_where,crop_homecons,crop_clunits,crop_cunits_1,cp_stor,cpamt,cpunits2,cpunits2_oth,crop_inkind_pay,payment_unit,payment_unit_oth,crop_gifts,gift_unit,gift_unit_oth,crop_oth_uses,crop_ouse_oth,ouses_unit,ouses_unit_oth,crp_irrig,irrig__1,irrig__2,irrig__3,irrig__4,irrig__5,irrig__6,irrig__96,irrig__n888,irrig__n999,irrig_others,irrig_method__1,irrig_method__2,irrig_method__3,irrig_method__4,irrig_method__96,irrig_method__n888,irrig_method__n999,seed,var_trait_1__1,var_trait_1__2,var_trait_1__3,var_trait_1__4,var_trait_1__5,var_trait_1__6,var_trait_1__7,var_trait_1__8,var_trait_1__9,var_trait_1__10,var_trait_1__11,var_trait_1__12,var_trait_1__13,var_trait_1__14,var_trait_1__15,var_trait_1__16,var_trait_1__17,var_trait_1__18,var_trait_1__19,var_trait_1__20,var_trait_1__96,var_trait_1_other,reason_imp_seed__1,reason_imp_seed__2,reason_imp_seed__3,reason_imp_seed__4,reason_imp_seed__5,reason_imp_seed__6,reason_imp_seed__7,reason_imp_seed__96,reason_imp_seed_oth,seed_source_1,seed_source_oth_1,seed_amt_1,seed_amtunits,seed_amtunits_oth,seed_price_1,cp07,cp08,reason_fert__1,reason_fert__2,reason_fert__3,reason_fert__4,reason_fert__5,reason_fert__6,reason_fert__7,reason_fert__96,reason_fert_oth,cp09,cp11
"85-35-76-75","MAIZE","1","Yes","Yes",4,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,"Yes","No","No","No","No","No","No",,,,"Yes",,,,"No","No",,"Yes","No","No","No","No","No","No",,"No","No"
"85-35-76-75","MILLET/MAIWA","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,,"No","No",,"Yes","No","No","No","No","No","No",,"No","No"
"34-78-22-26","MAIZE","3","Yes","Yes",2,"25kg bag","","No",,,"",,,,,,,,,,,2,"25kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"34-78-22-26","SWEET POTATO","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"59-51-95-60","SORGHUM","1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"22-44-88-72","MAIZE","1.25","No","Yes",7,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","5","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No",,"Yes","No","No","No",,"No","No",,"No","No"
"35-56-47-30","MAIZE","0.6","Yes","Yes",4,"50 kg bag","","No",,,"",,,,,,,,,,,4,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"No","No"
"35-56-47-30","MILLET/MAIWA","0.6","Yes","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","Yes","No",,,,,,,,"No","No","No","No","No","No","No","Yes","No","No",,"No","No"
"43-44-87-36","MAIZE","10","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"25-90-73-61","GROUND NUT/PEANUTS","2","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"25-90-73-61","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"00-81-85-48","BEANS/COWPEA","4","Yes","Yes",15,"Kilograms","","No",,,"",,,,,,,,,,,15,"Kilograms","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"00-81-85-48","SORGHUM","4","Yes","Yes",2,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","1","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"69-02-12-40","BEANS/COWPEA","0.5","No","Yes",5,"50 kg bag","","No",,,"",,,,,,,,,,,5,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,"No","No","No","Yes","No","No","No",,,"No","No",,"No","No"
"69-02-12-40","MAIZE","1","No","Yes",4,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","3","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","Yes",,"No","No",,"No","No"
"69-02-12-40","SOYA BEANS","2","No","Yes",25,"50 kg bag","","No",,,"",,,,,,,,,,,2,"Tins (eg milk tins)","","Yes","24","50 kg bag","","0",,"",2,"Tins (eg milk tins)","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","No","No","No","No","No","Yes","No","No",,"No","No"
"68-49-12-16","MAIZE","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"68-49-12-16","SORGHUM","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"47-72-15-93","MAIZE","0.3","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","No","No","No","No","No","Yes","No",,,"No","No"
"47-72-15-93","MILLET/MAIWA","1.2","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","Yes","No",,,,,,,,"No","No","No","No","No","No","No","Yes","No","No",,"No","No"
"46-77-79-60","BEANS/COWPEA","0.5","Yes","Yes",1,"Basins","","No",,,"",,,,,,,,,,,0,,"","Yes","1","Basins","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No","No","No","No","Yes","No","No",,"No","No"
"46-77-79-60","GROUND NUT/PEANUTS","1.5","Yes","Yes",75,"Kilograms","","No",,,"",,,,,,,,,,,25,"Kilograms","","Yes","1","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,"No","No","No","No","No","Yes","No","No",,"No","No",,"No","No"
"46-77-79-60","MAIZE","2.5","Yes","Yes",7,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","5","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","Yes",,"No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"46-77-79-60","MILLET/MAIWA","1","No","Yes",0,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes","No",,"No","No","No","No",,"No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,,"No","No","No","No","No","No","No","Yes","No","No",,"No","No"
"46-77-79-60","BAMBARA NUT","0.25","Yes","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","Yes","1","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,,,,,,,"No","No","No","No","No","No","No","Yes","No","No",,"No","No"
"46-77-79-60","SORGHUM","1.5","No","Yes",5,"50 kg bag","","No",,,"",,,,,,,,,,,0,,"","Yes","5","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,,"No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No","No","No","No",,,,,,,,"No","No","No","No","No","No","No","Yes","No","No",,"No","No"
"54-41-53-68","GROUND NUT/PEANUTS","2","Yes","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","Yes","1","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"54-41-53-68","MAIZE","2","Yes","Yes",7,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","4","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"54-41-53-68","SORGHUM","2","Yes","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"35-84-29-80","GROUND NUT/PEANUTS","0.5","No","Yes",5,"50 kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","Yes","4","50 kg bag","","0",,"",1,"25kg bag","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No",,"No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No","No","No","Yes",,"No","No",,"No","No"
"35-84-29-80","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"","Yes","10","50 kg bag","",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No",,"No","No","No",,"Yes",,"No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"82-89-49-08","MAIZE","0.25","No","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","Yes","1","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"13-17-77-46","MAIZE","3","Yes","Yes",150,"Kilograms","","Yes",20,"Liters","",1,"Yes","No","No","No","No","No","No",,,60,"Kilograms","","Yes","90","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes",,"No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","No"
"13-17-77-46","SORGHUM","0.5","Yes","Yes",50,"Kilograms","","No",,,"",,,,,,,,,,,50,"Kilograms","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes","No","No",,"No",,"No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"87-42-29-56","GROUND NUT/PEANUTS","1","Yes","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","Yes","1","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"87-42-29-56","MAIZE","1","No","Yes",3,"50 kg bag","","No",,,"",,,,,,,,,,,1,"50 kg bag","","Yes","2","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes","No","No","No","No",,"No","No",,"No","No"
"24-84-60-85","MAIZE","2.1","No","Yes",500,"Kilograms","","No",,,"",,,,,,,,,,,200,"Kilograms","","Yes","300","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No",,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","Yes","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"78-85-83-52","GROUND NUT/PEANUTS","1","No","Yes",9,"50 kg bag","","No",,,"",,,,,,,,,,,3,"50 kg bag","","Yes","6","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"78-85-83-52","MAIZE","2","No","Yes",2,"Oxcart","","No",,,"",,,,,,,,,,,-88,,"","Yes","-88",,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"78-33-54-01","MAIZE","1.7","No","Yes",8,"50 kg bag","","No",,,"",,,,,,,,,,,5,"50 kg bag","","Yes","3","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"54-69-71-08","MAIZE","1","No","Yes",2,"Tins (eg milk tins)","","No",,,"",,,,,,,,,,,1,"Tins (eg milk tins)","","Yes","1","Tins (eg milk tins)","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","Yes",,,,,,,,,,"No","No"
"30-10-42-29","BEANS/COWPEA","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"30-10-42-29","MILLET/MAIWA","1","Yes","Yes",16,"50 kg bag","","Yes",4,"50 kg bag","",150,"Yes","No","No","No","No","No","No",,,11,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"78-51-51-91","MAIZE","6","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"78-51-51-91","MILLET/MAIWA","4","No","Yes",50,"Kilograms","","No",,,"",,,,,,,,,,,30,"Kilograms","","Yes","20","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","Yes","No","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"98-42-68-21","MAIZE","14","No","Yes",21,"50 kg bag","","No",,,"",,,,,,,,,,,9,"50 kg bag","","Yes","10","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"23-92-64-64","BEANS/COWPEA","0.2","Yes","Yes",25,"Kilograms","","No",,,"",,,,,,,,,,,0,,"","Yes","10","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"23-92-64-64","MAIZE","1.2","Yes","Yes",150,"Kilograms","","No",,,"",,,,,,,,,,,50,"Kilograms","","Yes","100","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","Yes","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"33-60-76-52","MAIZE","1","No","Yes",7,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","4","50 kg bag","","0",,"",1,"50 kg bag","","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"99-53-97-21","MAIZE","6","No","Yes",10,"10kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"35-30-07-09","MAIZE","2","No","Yes",11,"50 kg bag","","No",,,"",,,,,,,,,,,11,"50 kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"35-30-07-09","MILLET/MAIWA","1","No","Yes",6,"50 kg bag","","No",,,"",,,,,,,,,,,2,"50 kg bag","","Yes","4","50 kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,"No","No","No","Yes","No",,"No","No","No","No","No",,"No","No"
"84-39-86-14","BEANS/COWPEA","0.25","Yes","Yes",1,"25kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"84-39-86-14","MAIZE","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"84-39-86-14","SORGHUM","0.25","Yes","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"33-93-88-48","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"33-93-88-48","MILLET/MAIWA","1","No","No",,,"",,,,"",,,,,,,,,,,,,"","No",,,"",,,"",,,"",,"",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes","No","No","No","No","No","No","No",,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"93-94-24-13","MAIZE","1","Yes","Yes",150,"Kilograms","","No",,,"",,,,,,,,,,,70,"Kilograms","","Yes","75","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,,"No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"93-94-24-13","MILLET/MAIWA","0.5","Yes","Yes",150,"Kilograms","","No",,,"",,,,,,,,,,,50,"Kilograms","","Yes","100","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","No","No",,"No","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"02-86-42-10","BEANS/COWPEA","2","No","Yes",10,"Kilograms","","No",,,"",,,,,,,,,,,10,"Kilograms","","No",,,"","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"02-86-42-10","MAIZE","8","No","Yes",100,"Kilograms","","No",,,"",,,,,,,,,,,80,"Kilograms","","Yes","30","Kilograms","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"18-90-95-90","BEANS/COWPEA","0.25","Yes","Yes",1,"50 kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","Yes","1","25kg bag","","0",,"",0,,"","0","",,"","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"18-90-95-90","GROUND NUT/PEANUTS","0.25","Yes","Yes",2,"50 kg bag","","No",,,"",,,,,,,,,,,1,"25kg bag","","Yes","1","50 kg bag","","0",,"",0,,"","1","1","25kg bag","","No",,,,,,,,,,"",,,,,,,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No","No","No",,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No",,"No","No"
